Compound_ID	Standard Type	Standard Units	Smiles	Standard Value	pChEMBL Value	Assay ChEMBL ID	Standard Relation	Target ChEMBL ID	n_isomers	Molecular Weight
CHEMBL601685	IC50	nM	N#Cc1cccc(S(=O)(=O)N2C[C@H](N3CCCCCCC3)C[C@H]2C(=O)N[C@@H](Cc2ccc(NC(=O)c3c(Cl)cncc3Cl)cc2)C(=O)O)c1	0.25	9.60	CHEMBL1074813	=	CHEMBL278	1	726.179409232
CHEMBL589749	IC50	nM	N#Cc1cccc(S(=O)(=O)N2C[C@H](N3CCOCC3)C[C@H]2C(=O)N[C@@H](Cc2ccc(NC(=O)c3c(Cl)cncc3Cl)cc2)C(=O)O)c1	0.13	9.89	CHEMBL1074813	=	CHEMBL278	1	700.1273736600002
CHEMBL601686	IC50	nM	N#Cc1cccc(S(=O)(=O)N2C[C@H](N3CCSCC3)C[C@H]2C(=O)N[C@@H](Cc2ccc(NC(=O)c3c(Cl)cncc3Cl)cc2)C(=O)O)c1	0.13	9.89	CHEMBL1074813	=	CHEMBL278	1	716.1045300400002
CHEMBL601687	IC50	nM	CC1CCCCN1C1CC(C(=O)NC(Cc2ccc(NC(=O)c3c(Cl)cncc3Cl)cc2)C(=O)O)N(S(=O)(=O)c2cccc(C#N)c2)C1	0.11	9.96	CHEMBL1074813	=	CHEMBL278	16	712.1637591680001
CHEMBL601688	IC50	nM	CC1CCCN(C2CC(C(=O)NC(Cc3ccc(NC(=O)c4c(Cl)cncc4Cl)cc3)C(=O)O)N(S(=O)(=O)c3cccc(C#N)c3)C2)C1	0.13	9.89	CHEMBL1074813	=	CHEMBL278	16	712.1637591680001
CHEMBL601896	IC50	nM	CC1CCN([C@@H]2C[C@@H](C(=O)N[C@@H](Cc3ccc(NC(=O)c4c(Cl)cncc4Cl)cc3)C(=O)O)N(S(=O)(=O)c3cccc(C#N)c3)C2)CC1	0.16	9.80	CHEMBL1074813	=	CHEMBL278	1	712.1637591680001
CHEMBL589558	IC50	nM	CC1CC(C)CN(C2CC(C(=O)NC(Cc3ccc(NC(=O)c4c(Cl)cncc4Cl)cc3)C(=O)O)N(S(=O)(=O)c3cccc(C#N)c3)C2)C1	0.14	9.85	CHEMBL1074813	=	CHEMBL278	24	726.179409232
CHEMBL589750	IC50	nM	CC1(C)CCCN([C@@H]2C[C@@H](C(=O)N[C@@H](Cc3ccc(NC(=O)c4c(Cl)cncc4Cl)cc3)C(=O)O)N(S(=O)(=O)c3cccc(C#N)c3)C2)C1	0.16	9.80	CHEMBL1074813	=	CHEMBL278	1	726.179409232
CHEMBL601467	IC50	nM	N#Cc1cccc(S(=O)(=O)N2C[C@H](n3cccn3)C[C@H]2C(=O)N[C@@H](Cc2ccc(NC(=O)c3c(Cl)cncc3Cl)cc2)C(=O)O)c1	0.48	9.32	CHEMBL1074819	=	CHEMBL278	1	681.09640788
CHEMBL589748	IC50	nM	N#Cc1cccc(S(=O)(=O)N2C[C@H](n3ncc4ccccc43)C[C@H]2C(=O)N[C@@H](Cc2ccc(NC(=O)c3c(Cl)cncc3Cl)cc2)C(=O)O)c1	2.01	8.70	CHEMBL1074819	=	CHEMBL278	1	731.112057944
CHEMBL601682	IC50	nM	N#Cc1cccc(S(=O)(=O)N2C[C@H](n3ncc4c3CCCC4)C[C@H]2C(=O)N[C@@H](Cc2ccc(NC(=O)c3c(Cl)cncc3Cl)cc2)C(=O)O)c1	4.75	8.32	CHEMBL1074819	=	CHEMBL278	1	735.143358072
CHEMBL601683	IC50	nM	N#Cc1cccc(S(=O)(=O)N2C[C@H](n3cnc4ccccc43)C[C@H]2C(=O)N[C@@H](Cc2ccc(NC(=O)c3c(Cl)cncc3Cl)cc2)C(=O)O)c1	0.5	9.30	CHEMBL1074819	=	CHEMBL278	1	731.112057944
CHEMBL569403	IC50	nM	N#Cc1cccc(S(=O)(=O)N2C[C@H](N3CCC3)C[C@H]2C(=O)N[C@@H](Cc2ccc(NC(=O)c3c(Cl)cncc3Cl)cc2)C(=O)O)c1	0.34	9.47	CHEMBL1074819	=	CHEMBL278	1	670.116808976
CHEMBL569255	IC50	nM	N#Cc1cccc(S(=O)(=O)N2C[C@H](N3CCCC3)C[C@H]2C(=O)N[C@@H](Cc2ccc(NC(=O)c3c(Cl)cncc3Cl)cc2)C(=O)O)c1	0.16	9.80	CHEMBL1074819	=	CHEMBL278	1	684.1324590400001
CHEMBL569263	IC50	nM	N#Cc1cccc(S(=O)(=O)N2C[C@H](N3CCCCC3)C[C@H]2C(=O)N[C@@H](Cc2ccc(NC(=O)c3c(Cl)cncc3Cl)cc2)C(=O)O)c1	0.11	9.96	CHEMBL1074819	=	CHEMBL278	1	698.148109104
